question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
"Parmi les propositions suivantes concernant les vaccins, indiquez celle(s) qui est (sont) exacte(s) :",Les vaccins anti-haemophilus et anti-pneumocoques sont des vaccins conjugués,"Les vaccins anti-ROR, BCG, varicelle et les deux contre la poliomyélite sont des vaccins vivants.",Le schéma vaccinal du vaccin contre la grippe est le suivant : 1 injection IM ou SC à renouveler une fois /an,Seul le DTP est obligatoire en France pour la population générale,Une infection fébrile sévère contre-indique la vaccination contre le tétanos suite à une blessure,"A, C, D",pharmacie
Parmi les propositions suivantes laquelle ou lesquelles sont des manifestations cliniques de l'intoxication à la cocaïne :,Hypotension,Myosis,Convulsion,Hyperthermie,Trismus,"C, D, E",pharmacie
"Parmis les propositions suivantes concernant l'ictère physiologique du nouveau-né, indiquez celle(s) qui est (sont) inexacte(s):",Est une cause d'anémie,Evolue toujours vers un ictère nucléaire,Est fréquent chez le prématuré,Est dû à une immaturité enzymatique,Est dû à une hyperbilirubinémie conjuguée,"A, B, E",pharmacie
"Parmi les propositions suivantes concernant les marqueurs de l'inflammation, indiquez celle(s) qui est (sont) exacte(s) :",L'haptoglobine est souvent diminuée,Orosomucoïde est une protéine de la réaction inflammatoire à cinétique rapide,Albumine et la préalbumine peuvent être diminuées dans les syndromes inflammatoires,"Lors d'inflammation chronique, on peut retrouver une thrombopénie et une anémie",La CRP est une protéine de l'inflammation à large amplitude et à demi-vie courte,"C, E",pharmacie
"Concernant le traitement de l'asthme, quelles sont les réponses inexactes :",Les glucocoticoïdes oraux sont utilisés en traitement de fond des asthmes sévères (stade IV).,Terbutaline est un béta 2 mimétique inhalé à longue durée d'action utilisé dans le traitement de fond de l'asthme persistant modéré (stade III).,"La prise en charge de l'asthme aigue grave est une urgence vitale nécessitant l'administration d'un glucocorticoïde IV, un béta 2 d'action brève nébulisé et une ventilation mécanique.",La théophylline est un médicament à marge thérapeutique étroite utilisé par voie inhalée pour le traitement de fond des asthmes modérés à sévère non contrôlés par des doses correctes de béta 2 mimétique.,"Le Bambutérol, la théophylline, le cromoglycate disodique et le montélukast sont utilisés dans le traitement de l'asthme pour leur action bronchodilatatrice.","B, D, E",pharmacie
"Concernant les traitements antalgiques, quelles sont les réponses exactes ?",L'action synergique du tramadol et de la morphine est souvent utilisée dans la prise en charge des douleurs cancéreuses.,La morphine sulfate est administrée par voie orale.,"Sédation, tachycardie, dépendance physique et psychique, constipation et nausées sont des effets indésirables fréquents du fentanyl.",La posologie de la morphine à durée d'action brève doit être comprise entre le 1/10 et le 1/6 de la dose journalière de morphine LP.,Un intervalle de 2h doit être respecté entre de 2 prises d'ACTISKENAN,"B, D",pharmacie
Quelles sont les réponses exactes concernant l'intoxication au plomb ?,Le plomb est éliminé par l'organisme à 75 % par le rein et à 15 % de manière fécale.,"Lors d'une intoxication chronique, les hématies ponctuées observées sur frottis sont dues à l'inhibition de la pyrimidine 5'nucleotidase par le plomb.",Les granulations des hématies ponctuées peuvent être mises en évidence par une coloration de Perls.,Les granulations observées dans les hématies ponctuées correspondent à des agrégats de fer.,L'anémie observée dans le saturnisme est hémolytique et régénérative.,"B, E",pharmacie
"Concernant l'herpès simplex virus, cochez les réponses fausses.","HSV est un virus à ADN monocaténaire, enveloppé et très fragile dans l'environnement.","Lors de la phase de latence, HSV-1 reste dans les ganglions de Gasser et HSV-2 dans les ganglions sacrés.",Le passage transplacentaire de HSV-2 est très rare,HSV 1 et HSV 2 peuvent être responsables d'encéphalite herpétique chez les patients immunodéprimés.,L'herpès néonatal est plus grave si la primo infection à lieu en début de grossesse.,"A, E",pharmacie
"Concernant les antiviraux, quelles sont les réponses vraies ?",Ganciclovir (CYMEVAN) est indiqué dans les infections à CMV chez les patients VIH et immunodéprimé. Son effet est indésirable majeur est sa néphrotoxicité.,L'aciclovir (ZOVIRAX) est une prodrogue.,L'utilisation d'un moyen de contraception efficace est obligatoire lors d'un traitement par valganciclovir.,Foscarnet (FOSACAVIR) est un analogue des pyrophosphates. Il nécessite la présence de thymidine kinase pour être actif.,Cidofovir est contre indiqué en cas d'insuffisance rénale modérée.,"B, C, E",pharmacie
"Parmi ces béta-bloquants, lequel n'est pas un béta-bloquant cardiosélectif ?",Atenolol,Propranolol,Métoprolol,Acébutolol,Bisoprolol,B,pharmacie
Cochez la (ou les) propositions(s) possible(s) concernant les produits sanguins :,Les plaquettes se conservent environ 5 jours à température ambiante,Les Médicaments dérivés du sang et les Produits Sanguins Labiles sont soumis aux règles de pharmacovigilance,Les Concentrés de Globules Rouges se conservent environ 4 jours à - 40°C,La déleucocytation ne s'applique pas systématiquement aux Produits Sanguins Labiles,La thrombopoïétine peut être dans certains cas une alternative à la transfusion de concentrés de plaquettes,"A, E",pharmacie
"Parmi les propositions suivantes concernant l'intoxication à l'éthylène glycol, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :",Le métabolisme oxydatif toxifiant est hépatique et rénal,Seule l'ADH intervient dans le métabolisme,"L'acide oxalique est responsable de la formation de cristaux d'oxalate de calcium, en lien avce l'atteinte rénale",On utilise comme antidote l'éthanol en 1ère intention,L'éthylène glycol est une molécule tératogène,"A, C, E",pharmacie
Quels sont les caractéristiques des agranulocytoses médicamenteuses de type I :,Elles sont d'origines immunologiques,Elles sont doses-dépendantes,Elles n'ont jamais lieu à la première introduction,Le début peut être insidieux,"Le taux de polynucléaires neutrophiles est inférieur à 0,5 G/L","A, C, E",pharmacie
"Parmi les propositions suivantes concernant le virus de l'hépatite C, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :",C'est un virus à ADN,Il y a un passage à la chronicité dans environ 80% des cas,Un taux d'Ac anti HBc signe le contact avec le virus,Le dépistage se fait par sérologie par deux techniques différentes confirmé sur un deuxième prélèvement en cas de positivité,L'hépatite C aigue est fréquemment asymptomatique,"B, D, E",pharmacie
"Concernant le métabolisme de l'acide urique, quelle(s) est (sont) la (les) proposition(s) exacte(s) :",L'élimination digestive de l'acide urique se fait par uricolyse en allantoïne par la flore bactérienne,L'acide urique est issu des bases pyrimidiques Adénine et Guanine,L'Adénine et la Guanine sont dégradées en acide inosinique puis en hypoxanthine etxanthine avant de donner de l'acide urique,L'Adénine peut directement donné de la xanthine par l'intermédiaire d'une guanase,L'acide urique subit principalement une élimination urinaire,"A, C, E",pharmacie
"Parmi les propositions suivantes, concernant la pancréatite aigue, laquelle (lesquelles) est (sont) exacte(s):",La valeur diagnostic de l'Amylase est supérieure à celle de la Lipase,Une hypertriglycéridémie supérieure à 10 g /L peut être une étiologie,"Dans les formes graves, la pancréatite aigue peut aboutir à un phénomène de nécrose multiviscérale : on parle de pancréatite nécrotico-hémorragique",Le diagnostic peut faire intervenir en cas de doute des techniques d'imagerie,Le pronostic est évalué sur la base de score comme le score de Ranson ou le score d'Imrie,"B, C, D, E",pharmacie
Parmi les propositions suivantes laquelle (lesquelles) est (sont) des facteurs vitamine K dépendants:,Facteur V,Protéine S,Prothrombine,Facteur VII,Fibrinogène,"B, C, D",pharmacie
"Parmi les propositions suivantes, concernant le traitement à l'héparine, laquelle (lesquelles) est (sont) exacte(s):",L'endocardite est une contre-indication au traitement,L'héparine de bas poids moléculaire à une activité principalement anti IIa,L'insuffisance rénale sévère est une contre indication au traitement par héparine non fractionnée,L'injection peut se faire en IM,La surveillance plaquettaire est indispensable car il y a un risque de CIVD,A,pharmacie
"Un test de dépistage donne les résultats suivants : 30 vrais positifs, 180 vrais négatifs, 10 faux positifs et 20 faux négatifs. Quelle est la valeur prédictive positive du test ?",0.2,0.6,0.75,0.90,0.94,C,pharmacie
"Parmi ces métabolites de l'éthylène glycol, lequel n'est pas un métabolite toxique ?",Glycine,Acide glycolique,Acide oxalique,Aldéhyde glycolique,Glyoxalate,A,pharmacie
"Parmi les propositions suivantes concernant les polyglobulies, quelle est la réponse inexacte ?",Une hyperviscosité sanguine est souvent associée entraînant un risque thrombotique important,Hématocrite est supérieur à 60% chez l'homme et supérieur à 56% chez la femme,Dans la maladie de Vaquez une hyperplasie des trois lignées est retrouvée à la biopsie ostéomédullaire.,"Dans la maladie de Vaquez, la VS est très élevée","Dans la maladie de Vaquez, l'EPO sérique est diminué",D,pharmacie
"Parmi les médicaments suivants, quel est celui contre-indiqué pendant la grossesse ?",Méthylprednisolone,Acéclofénac,Labétalol,Métoclopramide,Pantoprazole,B,pharmacie
"Parmi les propositions suivantes, quelle est celle qui n'est pas un effet indésirable de la carbamazépine",Agranulocytose,Insuffisance hépatique,Vertiges,Anémie,Hypertrophie gingivale,E,pharmacie
Lequel de ces antibiotiques est particulièrement réputé pour allonger l'espace QT ?,Ceftriaxone,Amoxicilline,Ciprofloxacine,Linézolide,Ceftazidine,D,pharmacie
Quelle est la molécule de choix dans le traitement d'une salmonellose aigue disséminée ?,Vibramycine,Vancomycine,Amoxicilline,Ofloxacine,Gentamycine,D,pharmacie
"Pseudomonas aruginosa peut donner plusieurs infections, sauf une. Laquelle ?",Infection du grand brûlé,Pneumonie chez un patient atteint de mucoviscidose.,Otite du nageur,Diarrhée cholériforme,Fonte purulente de l'oeil,D,pharmacie
Le (les) médicaments suivant(s) est (sont) soumi(s) à la pharmacovigilance :,Substituts nicotiniques,Homéopathie,Compléments alimentaires,Médicaments dérivés du sang,Produits sanguins labiles,"A, B, D",pharmacie
"Parmi les béta-bloquants suivants, lequel (lesquels) n'est (ne sont) pas cardiosélectif (s) :",Pindolol,Nébivolol,Aténolol,Céliprolol,Bisoprolol,A,pharmacie
"Parmi les propositions suivantes concernant les causes de cholestase intrahépatique, indiquez celle(s) qui est (sont) exacte(s) :",Lithiase de la voie biliaire principale,Atrésie des voies biliaires du nouveau-né,Cirrhose,Lymphome des voies biliaires,Rejet de greffe hépatique,"C, E",pharmacie
"Parmi ces organes, quel(s) est (sont) celui (ceux) qui participe(nt) au métabolisme de la vitamine D3 (cholécalciférol)",Poumons,Foie,Reins,Peau,Pancréas,"B, C, D",pharmacie
Une hyponatriurie s'observe généralement au cours :,Du syndrome néphrotique,De la cirrhose avec ascite,De l'hypoaldostéronisme,De l'insuffisance rénale fonctionnelle,Des régimes désodés,"A, B, D, E",pharmacie
"Parmi les vaccins suivants, lequel (lesquels) est (sont) inactivé(s) :",Polio orale,Grippe,Vaccin contre l'hépatite A,Vaccin contre l'hépatite C,Polio injectable,"B, C, E",pharmacie
"Parmi les propositions suivantes concernant les mélanges tampons, indiquez celle(s) qui est (sont) inexacte(s) :",Le pH du mélange tampon ne varie pas pour une faible dilution,Le pouvoir tampon augmente avec la dilution,Le pH d'un mélange tampon est indépendant de la température,Le pH d'un mélange tampon ne dépend que du pKa,Ils peuvent être constitués d'un acide faible et d'un de ses sels avec une base forte,"B, C, D",pharmacie
"Concernant les antibiotiques, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?",La ciprofloxacine est une fluoroquinolone à activité antipneumococcique et a une action concentration dépendante.,L'oxacilline est une pénicilline M qui ne peut pas être dégradée par les béta-lactamases.,Les sulfamides anti bactériens ont une activité bactéricide. Ils agissent en inhibant la dihydrofolate synthétase.,La télithromycine est un apparenté aux macrolides qui a pour avantage de ne pas être reconnu par le mécanisme d'efflux des streptocoques.,Les tétracyclines agissent en inhibant la synthèse protéique par fixation sur la sous unité 50 S du ribosome.,"B, D",pharmacie
"Concernant la dénutrition, cochez les réponses fausses.",On parle de dénutrition chez une personne âgée lorsque l'IMC est inférieur à 21.,L'albumine est un marqueur de la dénutrition aigue car sa demi-vie est d'environ 20 jours.,La transferrine est un mauvais marqueur de dénutrition chronique car elle diminue lors d'une carence martiale.,La transthyrétine transporte les hormones thyroïdiennes et le rétinol.,La transthyrétine est un marqueur de renutrition.,"B, C",pharmacie
