question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
Which of the following statements regarding anti-Parkinsonian medications is (are) correct:,"Selegiline (DEPRENIL) and rasagiline (AZILECT), selective type A MAOI, can be used as monotherapy at the beginning of the disease.",The mechanism of action of Entacapone (COMTAN) is to block the peripheral breakdown of levodopa.,"In the specialty MODOPAR (benseraside + L-DOPA), benseraside is a dopa decarboxylase inhibitor. It prevents the decarboxylation of L-DOPA into dopamine at the peripheral level.","Pergolide (CELANCE), lisuride (DOPERGINE), and bromocriptine (PARLODEL) are dopamine agonists derived from ergot.",Clozapine can be used in the treatment of Parkinsonian psychoses.,"B, C, D, E",pharmacy
Which of the following about urinary tract infections is(are) the correct answer(s)?,Pseudomonas aeruginosa is frequently responsible for community-acquired urinary tract infections.,Leukocyturia has better specificity in surveyed patients.,The sample can be inoculated on chromogenic medium.,"In infants younger than three months, urinary infections are more common in boys.",Asymptomatic bacteriuria in pregnant women should be treated systematically.,"C, D, E",pharmacy
Which of these neuroleptics is (are) torsadogenic?,Halopéridol HALDOL,Tiapride TIAPRIDAL,Loxapine LOXAPAC,Cyamémazine TERCIAN,Olanzapine ZYPREXA,"A, B, D",pharmacy
"Regarding neuroleptics, check the incorrect statement(s):","Atypical neuroleptics have greater effectiveness than classic NL on deficit symptoms, as well as associated cognitive and depressive disorders.","Olanzapine, risperidone, amisulpride, aripiprazole are atypical NL","Certain neuroleptics are prescribed for resistant insomnia, at doses higher than those used in the treatment of psychoses.",NL are characterized pharmacologically by low hepatic metabolism and renal elimination.,"In the elderly, we prefer to prescribe sedative NLs rather than incisive NLs.","C, D",pharmacy
Which of the following statements about sickle cell disease is correct:,It is a quantitative abnormality of hemoglobin,"It is an autosomal recessive pathology, only heterozygotes are affected.","Vaso-occlusive crises can affect the lungs, bones, spleen and liver","Hypoxia situations such as altitude, cold, alkalosis and fever are factors favoring complications",Biological diagnosis is carried out by electrophoresis of hemoglobin from the patient's plasma,C,pharmacy
Which is(are) the following statement(s) true regarding steroidal anti-inflammatories?,They cause water and sodium retention,They are hypokalemic,They promote bone calcification,They promote hyperglycemia,Their prolonged administration is favorable to the occurrence of viral infections,"A, B, D, E",pharmacy
Which of the following hormones is(or are) secreted by the adrenal cortex?,Testosterone,Adrenaline,L'ACTH,Aldosterone,Prolactin,"A, D",pharmacy
Which of the following statements regarding atomic absorption spectrophotometry is(are) correct?,Light rays are emitted by a hollow cathode lamp,This is one of the methods for measuring benzodiazepines.,The solution to be analyzed is placed in a quartz tank,The samples are introduced into an oven,This method allows the dosage of zinc salts,"A, D, E",pharmacy
"As a biologist, which vaccine is not required to work in a medical analysis laboratory:",BCG,Le DT-Polio,Measles,Hepatitis B,Typhoid,C,pharmacy
Which of the following statements about prenatal diagnosis of genetic diseases is incorrect:,The free and informed consent of the parents must be obtained before any examination,The laboratory carrying out prenatal diagnosis must be authorized by the Biomedicine Agency,DNA can be extracted from chorionic villi from the 6th week of amenorrhea,A puncture of amniotic fluid can be carried out from the 15th week of amenorrhea,Practitioners carrying out prenatal diagnosis must be approved by the Biomedicine Agency,C,pharmacy
"Which of the following statements is(are) correct? Compared to drying in an oven, drying tablets in a fluidized air bed:",Is faster,Requires more precautions,Takes place at a higher temperature,Gives grains with less cohesion,Leads to the formation of more porous grains,"A, B, D, E",pharmacy
Which of the following statements regarding gastro-resistant tablets is correct? These are...,Sustained release,Delayed release,Delayed release,Long-acting,Lyocs,"B, C",pharmacy
Which of the following statements about malaria is correct?,Quarta fever is caused by Plasmodium falciparum,Malaria is transmitted by sandflies,The thick drop is a microconcentration technique,Serological diagnosis of malaria is used to confirm the malaria etiology of splenomegaly,It can be contracted outside endemic areas,"C, D, E",pharmacy
"Regarding the urea cycle, what is (are) the correct proposition(s):",The enzyme catalyzing mitochondrial citrulline formation is ornithine carbamoyltransferase (OCT),The enzyme catalyzing mitochondrial citrulline formation is arginine carbamoyltransferase (ACT),Urea is released from arginine in the mitochondrion,Urea is released from arginine in the cytoplasm,"Ureogenesis and ammoniogenesis are the main mechanisms for eliminating excess nitrogen, but ammoniogenesis is largely in the majority since it purifies 90% of the nitrogen.","A, D",pharmacy
Which of the following is(are) contraindicated for the use of tetracyclines:,Pregnancy 1st trimester,Child under 8 years old,Liver failure,Pregnancy 3rd trimester,Taking retinoids at the same time,"B, D, E",pharmacy
Which of the following is/are correct:,"During meningococcal meningitis, numerous polymorphonuclear cells, hypoglycorachia, hyperproteinemia and normal chlorurorachia are observed in the CSF.","During Candida meningitis, the variegated formula of CSF is characteristic","During Koch's Bacillus meningitis, a predominance of lymphocytes, hypoglycorachia, hyperproteinemia and hyperchlorurorachia are observed in the CSF.","During viral meningitis, glycorachia is normal","The main pathogens responsible for meningitis in newborns are Streptococcus agalactiae, Escherichia coli and Legionella pneumophila.","A, D",pharmacy
Which of the following statements about kidney physiology is(are) incorrect?,"The uriniferous tube is made up successively (in the direction of urine circulation) of the proximal tube, the loop of Henle, the collecting tube and the distal convoluted tube",Renal plasma flow is measured by para-aminohippuric acid (PAH) clearance.,Renal blood flow represents 50% of renal plasma flow,Glucose reabsorption is limited by a maximum transport (Tm) of approximately 300 mg/min,The kidney plays a role in the production of hemoglobin,"A, C",pharmacy
Which of the following bacteria are frequently found in meningitis in newborns:,Haemophilus influenzae,Listeria monocytogenes,E coli K1,Streptococcus agalactiae,Neisseria meningitis,"B, C, D",pharmacy
Which of the following statements regarding Pseudomonas aeruginosa is(are) incorrect:,Is a motile bacterium with a polar flagellum,Is a Gram - oxidase + bacteria,P. aeruginosa is a bacterium that can produce pigments,Is a facultative aero-anaerobic bacteria,Is a germ that grows only in a specific environment,"D, E",pharmacy
Check the situations at risk of infective endocarditis:,Obesity,Oral surgery,Drug addiction,Immunosuppression,Valve prosthesis,"B, C, E",pharmacy
Which of these macrolides are C14?,Azithromycin,Clarithromycin,Erythromycin,Spiramycine,Josamycine,"B, C",pharmacy
"Concerning Chronic Myeloid Leukemia, check the correct statement(s):","Evolves in 3 phases: Chronicity, Acceleration, Acutization",In 50% of cases incidental discovery on an abnormal blood count,The myelogram is poor,"On karyotype, presence of the Philadelphia chromosome which results from the t(8,21) translocation",Myelogram is not essential,"A, B",pharmacy
Which of these antibiotics is(are) photosensitizing?,Doxycycline,Ciprofloxacin,Ceftriaxone,Cotrimoxazole (Trimetoprim+Sulfametoxazole),Gentamicin,"A, C, D",pharmacy
"Among the following statements, indicate which one(s) is (are) correct: During respiratory acidosis in the process of compensation, one can observe:",An increase in pH,An increase in bicarbonates,A reduction in bicarbonates,An increase in pO2,A decrease in pCO2,B,pharmacy
Which of the following statements is (are) correct:,The most common antibacterial treatment for drinking water is chlorine,Mineral waters have therapeutic properties recognized by the Academy of Medicine,No treatment (except for iron or CO2) is authorized for spring waters and mineral waters,The recognized methods for decontaminating water by legionella are electric shock and chlorine shock.,"The main risks of contamination of bathing water are microbiological pollution, leptospires, amoebae and duck fleas.","A, B, C, E",pharmacy
